name,price,socket,form_factor,max_memory,memory_slots,color,memory_type,m2_slots,sata_ports
Biostar A880GU3,249.99,AM3,Micro ATX,8,2,Black / Red,DDR4,2,4
Foxconn H67A-S,229.99,LGA1155,ATX,16,4,Black / Yellow,DDR4,2,4
MSI 880GM-P51,229.99,AM3,Micro ATX,16,4,Black / Blue,DDR4,2,4
Biostar TForce TG31-A7,229.99,LGA775,ATX,4,2,Black,DDR4,2,4
Biostar P43-A7,229.99,LGA775,ATX,8,4,Black,DDR4,2,4
MSI X58A-GD65,229.99,LGA1366,ATX,24,6,Black / Blue,DDR4,2,4
ECS A880GM-M6(1.0),229.99,AM3,Micro ATX,32,4,Black,DDR4,2,4
Biostar TA785G3+,229.99,AM3,Micro ATX,16,4,Black / Red,DDR4,2,4
Biostar G41HDRCH,229.99,LGA775,Micro ATX,8,2,Black,DDR4,2,4
Sapphire PURE Black X58,229.99,LGA1366,ATX,24,6,Black,DDR4,2,4
Gigabyte GA-P67A-UD3-B3,229.99,LGA1155,ATX,32,4,Blue / White,DDR4,2,4
MSI P67A-C43 (B3),229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
MSI P67A-G45 (B3),229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
MSI H67MA-E45 (B3),229.99,LGA1155,Micro ATX,32,4,Black / Blue,DDR4,2,4
ASRock H67M-ITX/HT,229.99,LGA1155,Mini ITX,16,2,Black / Blue,DDR4,2,4
ASRock H67M (B3),229.99,LGA1155,Micro ATX,16,2,Black / Blue,DDR4,2,4
Gigabyte GA-P67A-UD5-B3,229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
Asus Sabertooth P67 (REV 3.0),229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
ECS P45T-AD3,229.99,LGA775,ATX,8,4,Black,DDR4,2,4
ASRock P67 Extreme 4 (B3),229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
MSI 870S-G46,229.99,AM3,ATX,32,4,Black / Blue,DDR4,2,4
Asus P8H61-M LE/CSM (REV 3.0),229.99,LGA1155,Micro ATX,16,2,Black,DDR4,2,4
ASRock 880G Pro3,229.99,AM3,ATX,32,4,Black / Blue,DDR4,2,4
MSI NF725GM-P43,229.99,AM3,Micro ATX,16,2,Black / Blue,DDR4,2,4
Biostar H61ML,229.99,LGA1155,Micro ATX,8,2,Black / Red,DDR4,2,4
ASRock H67M-GE/HT (B3),229.99,LGA1155,Micro ATX,32,4,Black / Blue,DDR4,2,4
ECS P67H2-A2 SLI (B3),229.99,LGA1155,ATX,32,4,Black / Gray,DDR4,2,4
Sapphire PURE Black P67,229.99,LGA1155,ATX,16,4,Black,DDR4,2,4
Intel DH67BLB3,229.99,LGA1155,Micro ATX,32,4,Black / Blue,DDR4,2,4
Intel DH67GDB3,229.99,LGA1155,Micro ATX,32,4,Black / Blue,DDR4,2,4
Intel DH61DLB3,229.99,LGA1155,Mini ITX,8,2,Green / Blue,DDR4,2,4
Gigabyte GA-E350N-USB3,229.99,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue,DDR4,2,4
Zotac NM10-A-E-ION,229.99,Integrated Atom D510,Mini ITX,4,2,Black / Red,DDR4,2,4
Zotac NM10-A-E,229.99,Integrated Atom D510,Mini ITX,4,2,Black / Red,DDR4,2,4
Foxconn AHD1S-K,229.99,Integrated E-Series E-350,Mini ITX,8,2,Black,DDR4,2,4
Gigabyte GA-Z68X-UD3-B3,229.99,LGA1155,ATX,32,4,Blue / White,DDR4,2,4
MSI Z68MA-ED55 (B3),229.99,LGA1155,Micro ATX,32,4,Black / Blue,DDR4,2,4
Asus M4A785T-M,229.99,AM3,Micro ATX,16,4,Black,DDR4,2,4
Jetway JMIP41TA-IC-LF,229.99,LGA775,ATX,8,2,Black,DDR4,2,4
Jetway JNAF91R-G41,229.99,LGA775,ATX,4,2,Black,DDR4,2,4
Intel DQ67OWB3,229.99,LGA1155,Micro ATX,32,4,Green / Blue,DDR4,2,4
Biostar G31-M7G DVI,229.99,LGA775,Micro ATX,4,2,Black,DDR4,2,4
EVGA 130-SB-E675-KR,229.99,LGA1155,ATX,16,4,Black / Gray,DDR4,2,4
Gigabyte GA-Z68XP-UD3P,229.99,LGA1155,ATX,32,4,Black / Silver,DDR4,2,4
Intel DZ68DB,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Intel DP67BGB3,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
ASRock H61M,229.99,LGA1155,Micro ATX,16,2,Black / Blue,DDR4,2,4
MSI Z68A-GD65 (B3),229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Asus F1A75-M,229.99,FM1,Micro ATX,64,4,Black / Blue,DDR4,2,4
MSI A75MA-G55,229.99,FM1,Micro ATX,32,4,Black / Blue,DDR4,2,4
Asus AT5NM10T-I,229.99,Integrated Atom D525,Mini ITX,4,2,Black / Blue,DDR4,2,4
ASRock Z68 Professional Gen3,229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
Asus P8P67 PRO (REV 3.1),229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
Asus Crosshair V Formula/Thunderbolt,229.99,AM3+,ATX,32,4,Black / Red,DDR4,2,4
Asus F1A75-V EVO,229.99,FM1,ATX,64,4,Black / Blue,DDR4,2,4
MSI Z68A-GD80 (G3),229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
MSI A75A-G55,229.99,FM1,ATX,32,4,Black / Blue,DDR4,2,4
Gigabyte G1.SNIPER2,229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
EVGA 160-SB-E689-KR,229.99,LGA1155,EATX,16,4,Black / Red,DDR4,2,4
MSI 990XA-GD55,229.99,AM3+/AM3,ATX,32,4,Black / Blue,DDR4,2,4
Biostar A75MH,229.99,FM1,Micro ATX,16,2,Black / Red,DDR4,2,4
MSI Z68A-G43 (G3),229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Biostar H61MHB,229.99,LGA1155,Micro ATX,16,2,Black / Red,DDR4,2,4
Biostar H61MLB,229.99,LGA1155,Micro ATX,16,2,Black / Red,DDR4,2,4
Biostar H61MLC,229.99,LGA1155,Micro ATX,16,2,Black / Red,DDR4,2,4
Biostar TA990FXE,229.99,AM3+,ATX,16,4,Black / Red,DDR4,2,4
Asus F1A75-I Deluxe,229.99,FM1,Mini ITX,16,2,Black / Blue,DDR4,2,4
Intel DZ68BC,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
ECS A990FXM-A V1.0 CFX/CLI,229.99,AM3+,ATX,128,4,Black,DDR4,2,4
Supermicro MBD-X9SCM-F-O,229.99,LGA1155,Micro ATX,32,4,Green,DDR4,2,4
MSI X79A-GD45,229.99,LGA2011,ATX,64,4,Black / Blue,DDR4,2,4
Asus F1A55-M LE,229.99,FM1,Micro ATX,32,2,Black / Blue,DDR4,2,4
MSI H61M-P25 (B3),229.99,LGA1155,Micro ATX,16,2,Black / Blue,DDR4,2,4
MSI A75MA-P35,229.99,FM1,Micro ATX,16,2,Black / Blue,DDR4,2,4
Gigabyte GA-880GM-D2H (REV. 3.1),229.99,AM3+,Micro ATX,8,2,Black,DDR4,2,4
EVGA 120-SB-E682-KR,229.99,LGA1155,Micro ATX,16,4,Black,DDR4,2,4
Jetway JNF9A-Q67,229.99,LGA1155,Mini ITX,16,2,Green / Black,DDR4,2,4
MSI H61MA-E35 (B3),229.99,LGA1155,Micro ATX,16,2,Black,DDR4,2,4
Intel DZ68ZV,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Intel DH61SA,229.99,LGA1155,Micro ATX,8,2,Green / Blue,DDR4,2,4
Biostar TZ77A,229.99,LGA1155,ATX,32,4,Black / Red,DDR4,2,4
Biostar TZ77XE4,229.99,LGA1155,ATX,32,4,Black / Orange,DDR4,2,4
MSI Z77A-GD65,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Asus P8Z77 WS,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Biostar A960G+,229.99,AM3+,Micro ATX,16,2,Black / Red,DDR4,2,4
ASRock Q77M vPro,229.99,LGA1155,Micro ATX,32,4,Brown / Black,DDR4,2,4
MSI 990FXA-GD80V2,229.99,AM3+,ATX,32,4,Black,DDR4,2,4
ASRock 970 Pro3,229.99,AM3+,ATX,32,4,Brown / Black,DDR4,2,4
ECS H77H2-M,229.99,LGA1155,Micro ATX,32,4,Black / Gray,DDR4,2,4
ASRock Z77 Extreme9,229.99,LGA1155,ATX,32,4,Black / Silver,DDR4,2,4
ECS A960M-M2,229.99,AM3+,Micro ATX,16,2,Black / Gray,DDR4,2,4
Intel D2700MUD,229.99,Integrated Atom D2700,Mini ITX,4,2,Green / Black,DDR4,2,4
Biostar BIB75-AHB,229.99,LGA1155,ATX,32,4,Black,DDR4,2,4
ECS Z77H2-A3(1.2),229.99,LGA1155,ATX,32,4,Black / Gray,DDR4,2,4
ASRock Z77M,229.99,LGA1155,Micro ATX,16,2,Brown / Black,DDR4,2,4
Zotac H67ITX-D-E,229.99,LGA1155,Mini ITX,16,2,Black / Silver,DDR4,2,4
Asus F1A55-M LX PLUS R2.0,229.99,FM1,Micro ATX,32,2,Black / Blue,DDR4,2,4
Jetway JTA55M1,229.99,FM1,Micro ATX,8,2,Black,DDR4,2,4
ASRock B75M-DGS,229.99,LGA1155,Micro ATX,16,2,Brown / Black,DDR4,2,4
ASRock Z77 WS,229.99,LGA1155,ATX,32,4,Brown / Black,DDR4,2,4
Foxconn B75M,229.99,LGA1155,Micro ATX,32,4,Black,DDR4,2,4
Asus F1A55-M LX3,229.99,FM1,Micro ATX,32,2,Black / Blue,DDR4,2,4
Intel DB65AL,229.99,LGA1155,Micro ATX,32,4,Black,DDR4,2,4
ECS H61H2-I3 (v1.0),229.99,LGA1155,Mini ITX,16,2,Black / Gray,DDR4,2,4
Asus F2A85-V PRO,229.99,FM2,ATX,64,4,Black / Blue,DDR4,2,4
Gigabyte GA-F2A75M-D3H,229.99,FM2,Micro ATX,64,4,Blue / White,DDR4,2,4
MSI FM2-A85XA-G65,229.99,FM2,ATX,32,4,Black / Blue,DDR4,2,4
ECS A85F2-A DELUXE(1.0),229.99,FM2,ATX,64,4,Black / Gold,DDR4,2,4
Gigabyte GA-F2A85X-D3H,229.99,FM2,ATX,64,4,Black / Gray,DDR4,2,4
Asus Maximus V Formula/Assassins C3,229.99,LGA1155,EATX,32,4,Black / Red,DDR4,2,4
ECS A970M-A DELUXE v1.0,229.99,AM3+,ATX,32,4,Black / Gold,DDR4,2,4
ECS H61H2-I v1.1,229.99,LGA1155,Mini ITX,16,2,Black,DDR4,2,4
ASRock FM2A85X-ITX,229.99,FM2,Mini ITX,32,2,Black / Gold,DDR4,2,4
ECS A990FXM-A,229.99,AM3+,ATX,32,4,Black / Gray,DDR4,2,4
ASRock Z77 Fatal1ty Professional,229.99,LGA1155,ATX,32,4,Black / Red,DDR4,2,4
ASRock A55M-VS,229.99,FM1,Micro ATX,16,2,Brown / Black,DDR4,2,4
ASRock FM2A75M-ITX R2.0,229.99,FM2,Mini ITX,32,2,Brown / Black,DDR4,2,4
Gigabyte G1.Sniper M5,229.99,LGA1150,Micro ATX,32,4,Black / Green,DDR4,2,4
Gigabyte GA-Z87X-OC Force,229.99,LGA1150,EATX,32,4,Black / Orange,DDR4,2,4
Asus Z87-Expert,229.99,LGA1150,ATX,32,4,Black,DDR4,2,4
ASRock H87M-ITX,229.99,LGA1150,Mini ITX,16,2,Brown / Black,DDR4,2,4
ASRock H87 Performance,229.99,LGA1150,ATX,32,4,Black / Red,DDR4,2,4
ASRock Z87 Extreme6/ac,229.99,LGA1150,ATX,32,4,Black / Silver,DDR4,2,4
ASRock Z87M Pro4,229.99,LGA1150,Micro ATX,32,4,Brown / Black,DDR4,2,4
MSI H87M-G43,229.99,LGA1150,Micro ATX,32,4,Black / Blue,DDR4,2,4
Asus P8Z77-V PRO/THNDRBLT,229.99,LGA1155,ATX,32,4,Black / Blue,DDR4,2,4
Gigabyte GA-Z87X-OC,229.99,LGA1150,ATX,32,4,Black / Orange,DDR4,2,4
Asus Z87-Deluxe/DUAL,229.99,LGA1150,ATX,32,4,Black / Gold,DDR4,2,4
ASRock B85M-HDS,229.99,LGA1150,Micro ATX,16,2,Black / Silver,DDR4,2,4
ASRock Z87 OC Formula,229.99,LGA1150,EATX,32,4,Black / Yellow,DDR4,2,4
ECS H87H3-M3(1.0),229.99,LGA1150,Micro ATX,16,2,Black / Gray,DDR4,2,4
ASRock Z87 Extreme9/ac,229.99,LGA1150,ATX,32,4,Brown / Black,DDR4,2,4
ASRock Z87M OC Formula,229.99,LGA1150,Micro ATX,32,4,Black / Yellow,DDR4,2,4
ASRock Q87M vPro,229.99,LGA1150,Micro ATX,32,4,Brown / Black,DDR4,2,4
Zotac A55ITX-B-E,229.99,FM2,Mini ITX,16,2,Black / Yellow,DDR4,2,4
Asus Z87I-Pro Mini-ITX,229.99,LGA1150,Mini ITX,16,2,Black / Gold,DDR4,2,4
Foxconn Q77M,229.99,LGA1155,Micro ATX,32,4,Black,DDR4,2,4
Biostar Hi-Fi B85S3+ Ver. 6.x,229.99,LGA1150,Micro ATX,32,4,Black,DDR4,2,4
MSI FM2-A75MA-P33,229.99,FM2,Micro ATX,16,2,Black / Blue,DDR4,2,4
Asus P9D WS,229.99,LGA1150,ATX,32,4,Black / Gold,DDR4,2,4
MSI FM2-A85XA-G43,229.99,FM2,ATX,64,4,Black / Blue,DDR4,2,4
EVGA 150-SE-E789-KR,229.99,LGA2011,EATX,64,8,Black / Red,DDR4,2,4
Foxconn H87MX-D,229.99,LGA1150,Micro ATX,16,2,Black,DDR4,2,4
MSI Z87-G43 Gaming,229.99,LGA1150,ATX,32,4,Black / Red,DDR4,2,4
ASRock FM2A88X Extreme6+,229.99,FM2+,ATX,64,4,Brown / Black,DDR4,2,4
Zotac H87ITX-A-E,229.99,LGA1150,Mini ITX,16,2,Black / Yellow,DDR4,2,4
Asus M5A97 LE R2.0 BOM,229.99,AM3+,ATX,32,4,Black,DDR4,2,4
Gigabyte GA-Q87TN,229.99,LGA1150,Thin Mini ITX,16,2,Blue / White,DDR4,2,4
Asus A88X-PLUS,229.99,FM2+,ATX,64,4,Black / Gold,DDR4,2,4
Asus A88XM-PLUS/CSM,229.99,FM2+,Micro ATX,64,4,Black / Gold,DDR4,2,4
Gigabyte GA-Z87-DS3H,229.99,LGA1150,ATX,32,4,Black / Gray,DDR4,2,4
ECS B75H2-M4(V1.0),229.99,LGA1155,Micro ATX,16,2,Black / White,DDR4,2,4
ECS H87H3-TI (V1.0),229.99,LGA1150,Thin Mini ITX,16,2,Black,DDR4,2,4
Gigabyte GA-970A-DS3P BOM,229.99,AM3+,ATX,32,4,Black / Gray,DDR4,2,4
ASRock B85 Killer,229.99,LGA1150,ATX,32,4,Black / Red,DDR4,2,4
MSI CSM-H87M-G43,229.99,LGA1150,Micro ATX,32,4,Black / Blue,DDR4,2,4
Foxconn H81MX,229.99,LGA1150,Micro ATX,16,2,Black / Blue,DDR4,2,4
Gigabyte GA-H87N-WIFI(REV2.0),229.99,LGA1150,Mini ITX,16,2,Black / Gray,DDR4,2,4
Biostar A88M,229.99,FM2+,Micro ATX,32,2,Black / Red,DDR4,2,4
Foxconn H81MXV,229.99,LGA1150,Micro ATX,16,2,Black / Blue,DDR4,2,4
Gigabyte GA-B85N-WIFI,229.99,LGA1150,Mini ITX,16,2,Black / Silver,DDR4,2,4
ASRock FM2A55M-VG3+,229.99,FM2+,Micro ATX,32,2,Brown / Black,DDR4,2,4
ASRock FM2A78M-HD+,229.99,FM2+,Micro ATX,32,2,Brown / Black,DDR4,2,4
MSI H81M-E35 V2,229.99,LGA1150,Micro ATX,16,2,Black / Blue,DDR4,2,4
Gigabyte GA-F2A55M-S1,229.99,FM2+,Micro ATX,64,2,Black,DDR4,2,4
Gigabyte GA-AM1M-S2H,229.99,AM1,Micro ATX,32,2,Black / Silver,DDR4,2,4
Asus Z97-DELUXE(NFC&WLC),229.99,LGA1150,ATX,32,4,Black / Gold,DDR4,2,4
ECS B85H3-M7,229.99,LGA1150,Micro ATX,16,2,Black / Gray,DDR4,2,4
Biostar H81MHC,229.99,LGA1150,Micro ATX,16,2,Black / Red,DDR4,2,4
ASRock Fatal1ty H97 Killer,229.99,LGA1150,ATX,32,4,Black / Red,DDR4,2,4
MSI Z97 U3 Plus,229.99,LGA1150,ATX,32,4,Black / Blue,DDR4,2,4
MSI Z97-Gaming 9 AC,229.99,LGA1150,ATX,32,4,Black / Red,DDR4,2,4
MSI Z97 XPOWER AC,229.99,LGA1150,EATX,32,4,Black / Yellow,DDR4,2,4
Gigabyte G1.SNIPER H6,229.99,LGA1150,ATX,32,4,Black / Red,DDR4,2,4
EVGA 111-HR-E972-KR,229.99,LGA1150,Mini ITX,16,2,Brown / Black,DDR4,2,4
Biostar Hi-Fi A88W 3D,229.99,FM2+,ATX,64,4,Black / Blue,DDR4,2,4
ASRock H97M,229.99,LGA1150,Micro ATX,16,2,Black / Blue,DDR4,2,4
Biostar A88MQ,229.99,FM2+,Micro ATX,64,4,Black / Yellow,DDR4,2,4
MSI X99S GAMING 9 AC,229.99,LGA2011-3,EATX,128,8,Black / Red,DDR4,2,4
MSI H97M Eco,229.99,LGA1150,Micro ATX,32,4,Black / Green,DDR4,2,4
ASRock X99 OC Formula,229.99,LGA2011-3,EATX,128,8,Black / Yellow,DDR4,2,4
ECS Z97-PK (V1.0),229.99,LGA1150,Micro ATX,32,4,White / Gray,DDR4,2,4
ASRock FM2A88M PRO3+,229.99,FM2+,Micro ATX,64,4,Black / Blue,DDR4,2,4
Foxconn H61MD,229.99,LGA1155,Micro ATX,16,2,Black / Yellow,DDR4,2,4
Gigabyte GA-Z87M-HD3,229.99,LGA1150,Micro ATX,16,2,Black / Silver,DDR4,2,4
Gigabyte GA-Z87X-SLI,229.99,LGA1150,ATX,32,4,Black / Gold,DDR4,2,4
MSI AM1M,229.99,AM1,Micro ATX,16,2,Black,DDR4,2,4
Biostar A58ML,229.99,FM2+,Micro ATX,32,2,Black,DDR4,2,4
MSI A68HM-P33,229.99,FM2+,Micro ATX,32,2,Black / Blue,DDR4,2,4
ECS B85H3-M9 (1.0),229.99,LGA1150,Micro ATX,16,2,Black / Silver,DDR4,2,4
ASRock FM2A78M-HD+ R2.0,229.99,FM2+,Micro ATX,32,2,Black / Silver,DDR4,2,4
ASRock H81M-DG4,229.99,LGA1150,Micro ATX,16,2,Brown / Black,DDR4,2,4
ASRock E3C222D4U,229.99,LGA1150,Micro ATX,32,4,Green / Blue,DDR4,2,4
ASRock Fatal1ty 970 Performance,229.99,AM3+/AM3,ATX,64,4,Black / Red,DDR4,2,4
Gigabyte GA-Z97X-Game Plus,229.99,LGA1150,ATX,32,4,Black / Green,DDR4,2,4
Supermicro X10SAT-O,229.99,LGA1150,ATX,32,4,Black / Blue,DDR4,2,4
MSI Z97A SLI KRAIT EDITION,229.99,LGA1150,ATX,32,4,Black / White,DDR4,2,4
Gigabyte GA-B85M-HD3-A,229.99,LGA1150,Micro ATX,16,2,Black,DDR4,2,4
MSI Z170 Krait Gaming,229.99,LGA1151,ATX,64,4,Black / White,DDR4,2,4
ASRock N3700-ITX,229.99,Integrated Pentium N3700,Mini ITX,16,2,Black,DDR4,2,4
ASRock Fatal1ty H170 Performance,229.99,LGA1151,ATX,64,4,Black / Red,DDR4,2,4
ASRock H170 Pro4/D3,229.99,LGA1151,ATX,64,4,Black / Orange,DDR4,2,4
ASRock Fatal1ty B150 Gaming K4/D3,229.99,LGA1151,ATX,64,4,Black / Red,DDR4,2,4
ASRock B150M-HDV,229.99,LGA1151,Micro ATX,32,2,Black / Orange,DDR4,2,4
Asus B150M-K D3,229.99,LGA1151,Micro ATX,32,2,Black / Gold,DDR4,2,4
Asus B150M-C D3,229.99,LGA1151,Micro ATX,64,4,Black / Gold,DDR4,2,4
MSI B150M BAZOOKA D3,229.99,LGA1151,Micro ATX,64,4,Black / White,DDR4,2,4
ASRock Z170 Extreme3,229.99,LGA1151,ATX,64,4,Black / Orange,DDR4,2,4
Gigabyte GA-H110M-S2H GSM,229.99,LGA1151,Micro ATX,32,2,Brown / Black,DDR4,2,4
ECS Z170-CLAYMORE,229.99,LGA1151,ATX,64,4,Black,DDR4,2,4
Gigabyte GA-MA790X-UD4P,229.99,AM3/AM2+/AM2,ATX,16,4,Multicolor,DDR4,2,4
ASRock B150M-ITX,229.99,LGA1151,Mini ITX,32,2,Black / Orange,DDR4,2,4
ASRock H170A-X1,229.99,LGA1151,ATX,64,4,Black / Orange,DDR4,2,4
Asus N3150I-C,229.99,Integrated Celeron N3150,Mini ITX,8,2,Black / Gold,DDR4,2,4
Asus B150M-C/CSM,229.99,LGA1151,Micro ATX,64,4,Black / Gold,DDR4,2,4
Gigabyte MW31-SP0,229.99,LGA1151,ATX,64,4,Black / Blue,DDR4,2,4
ASRock Z170A-X1,229.99,LGA1151,ATX,64,4,Black / Orange,DDR4,2,4
Biostar Z170GT7,229.99,LGA1151,ATX,64,4,Black / Gray,DDR4,2,4
Biostar B150GT5,229.99,LGA1151,ATX,64,4,Black / White,DDR4,2,4
ECS H110M-C3D (1.0),229.99,LGA1151,Micro ATX,32,2,Brown / Black,DDR4,2,4
Supermicro MBD-X11SSM-F,229.99,LGA1151,Micro ATX,64,4,Black / Green,DDR4,2,4
ASRock FM2A88M Extreme4+ R2.0,229.99,FM2+,Micro ATX,64,4,Black / Silver,DDR4,2,4
ASRock A68M-ITX,229.99,FM2+,Mini ITX,32,2,Black / Orange,DDR4,2,4
ASRock H170 Performance/Hyper,229.99,LGA1151,ATX,64,4,Black / Red,DDR4,2,4
ASRock P55 Deluxe3,229.99,LGA1156,ATX,16,4,Black / Blue,DDR4,2,4
Asus P10S-M,229.99,LGA1151,Micro ATX,64,4,Black / Blue,DDR4,2,4
ECS H110I-C4P,229.99,LGA1151,Mini ITX,32,2,Brown / Black,DDR4,2,4
Gigabyte GA-X170-WS ECC (rev. 1.0),229.99,LGA1151,ATX,64,4,Blue,DDR4,2,4
Biostar Z270GT8,229.99,LGA1151,ATX,64,4,Black / White,DDR4,2,4
Biostar B250GT3,229.99,LGA1151,Micro ATX,64,4,Black / White,DDR4,2,4
Gigabyte GA-Z270X-Gaming 9,229.99,LGA1151,EATX,64,4,Black / White,DDR4,2,4
Biostar Hi-Fi B350S1,229.99,AM4,Micro ATX,32,2,Black,DDR4,2,4
Asus Z270-WS,229.99,LGA1151,ATX,64,4,Black / Silver,DDR4,2,4
ASRock Z270 Professional Gaming i7,229.99,LGA1151,ATX,64,4,Black / Red,DDR4,2,4
ASRock H110M-HDS R3.0,229.99,LGA1151,Micro ATX,32,2,Black / Orange,DDR4,2,4
Supermicro C7H170-M,229.99,LGA1151,Micro ATX,64,4,Black / Red,DDR4,2,4
Supermicro C7Z270-CG-L,229.99,LGA1151,ATX,64,4,Black / Red,DDR4,2,4
MSI H310M PRO-VHL,229.99,LGA1151,Micro ATX,32,2,Brown / Black,DDR4,2,4
ASRock H310M-HDVP,229.99,LGA1151,Micro ATX,32,2,Black / Silver,DDR4,2,4
MSI X299M-A PRO,229.99,LGA2066,Micro ATX,64,4,Black / Silver,DDR4,2,4
Biostar X470GT8,229.99,AM4,ATX,64,4,Black / Silver,DDR4,2,4
Gigabyte X299 AORUS Gaming,229.99,LGA2066,ATX,64,4,Black / Silver,DDR4,2,4
Supermicro C9Z390-PGW,229.99,LGA1151,ATX,128,4,Black,DDR4,2,4
Supermicro C9Z390-CG,229.99,LGA1151,ATX,128,4,Black,DDR4,2,4
MSI 785GM-P45,229.99,AM3,Micro ATX,16,4,Black / Blue,DDR4,2,4
Supermicro X11SCM-F,229.99,LGA1151,Micro ATX,64,4,Green / Silver,DDR4,2,4
ASRock Fatal1ty X99 Professional,229.99,LGA2011-3,EATX,128,8,Red / Black,DDR4,2,4
Biostar X570GT8,229.99,AM4,ATX,128,4,Black,DDR4,2,4
ASRock C246 WS,229.99,LGA1151,ATX,64,4,Green / Blue,DDR4,2,4
Biostar X570GTA,229.99,AM4,ATX,128,4,Black / Silver,DDR4,2,4
ASRock H410M-HDVP,229.99,LGA1200,Micro ATX,64,2,Black / Silver,DDR4,2,4
EVGA Z490 FTW WIFI,229.99,LGA1200,ATX,128,4,Black,DDR4,2,4
Supermicro C9X299-PG300,229.99,LGA2066,ATX,128,8,Black,DDR4,2,4
Asus PRIME H470-PLUS/CSM,229.99,LGA1200,ATX,128,4,Black / Silver,DDR4,2,4
Biostar Z490GTA EVO,229.99,LGA1200,ATX,128,4,Black,DDR4,2,4
Biostar Z490GTN,229.99,LGA1200,Mini ITX,64,2,Black,DDR4,2,4
Biostar B460GTQ,229.99,LGA1200,Micro ATX,128,4,Black,DDR4,2,4
Biostar H410MHG,229.99,LGA1200,Micro ATX,64,2,Black,DDR4,2,4
Biostar X470MH,229.99,AM4,Micro ATX,32,2,Black,DDR4,2,4
ASRock B560M-HDV-A,229.99,LGA1200,Micro ATX,64,2,Silver / Black,DDR4,2,4
Gigabyte H410M SH2 V2,229.99,LGA1200,Micro ATX,64,2,Black / Silver,DDR4,2,4
Biostar Z590 VALKYRIE,229.99,LGA1200,ATX,128,4,Black / Gold,DDR4,2,4
Asus PRIME H610M-K D4-CSM,229.99,LGA1700,Micro ATX,64,2,Silver / Black,DDR4,2,4
Gigabyte B660M AORUS Pro,229.99,LGA1700,Micro ATX,192,4,Black,DDR4,2,4
Biostar B660GTQ,229.99,LGA1700,Micro ATX,128,4,Blue / Black,DDR4,2,4
Biostar Z690A-SILVER,229.99,LGA1700,ATX,128,4,Silver / Black,DDR4,2,4
Biostar B660MX-E PRO,229.99,LGA1700,Micro ATX,128,4,Black / Silver,DDR4,2,4
Asus EX-B660M-V5-PRO-D4,229.99,LGA1700,Micro ATX,64,2,Red / Black,DDR4,2,4
MSI Z590M PRO,229.99,LGA1200,Micro ATX,128,4,Black / Silver,DDR4,2,4
Asus PRIME B760M-AJ D4,229.99,LGA1700,Micro ATX,128,4,Silver / Black,DDR4,2,4
Asus EX-B760M-V5 D4-CSM,229.99,LGA1700,Micro ATX,64,2,Red / Black,DDR4,2,4
Gigabyte B760M AORUS PRO,229.99,LGA1700,Micro ATX,192,4,Black / Silver,DDR4,2,4
Gigabyte B760M POWER DDR4,229.99,LGA1700,Micro ATX,64,2,Black,DDR4,2,4
Biostar B560M-SILVER,229.99,LGA1200,Micro ATX,128,4,Silver / Black,DDR4,2,4
Biostar B760MX-E D4,229.99,LGA1700,Micro ATX,64,2,Black,DDR4,2,4
Biostar B760MH D4,229.99,LGA1700,Micro ATX,64,2,Black,DDR4,2,4
Biostar B760MXC PRO,229.99,LGA1700,Micro ATX,192,4,Black / Silver,DDR4,2,4
ASRock H610M-HDVP/D5 R2.0,229.99,LGA1700,Micro ATX,96,2,Black,DDR4,2,4
Asus PRIME H510M-A R2.0-CSM,229.99,LGA1200,Micro ATX,64,2,Silver / Black,DDR4,2,4
Gigabyte H410M K,229.99,LGA1200,Micro ATX,64,2,Brown / Gray,DDR4,2,4
Asus PRIME H770-PLUS-CSM,229.99,LGA1700,ATX,192,4,Silver / Black,DDR4,2,4
Biostar A620MT,229.99,AM5,Micro ATX,96,2,Black,DDR5,2,4
Biostar H610MS,229.99,LGA1700,Micro ATX,64,2,Brown / Black,DDR4,2,4
Asus PRIME H610M-D-CSM,229.99,LGA1700,Micro ATX,96,2,Black / Silver,DDR4,2,4
Gigabyte B760M D,229.99,LGA1700,Micro ATX,96,2,Black / Gray,DDR4,2,4
Gigabyte H610M D3H DDR4 (rev. 1.0),229.99,LGA1700,Micro ATX,64,2,Black,DDR4,2,4
