name,price,type,color,side_panel,external_volume,supported_mobo_form_factors,max_gpu_length_mm,max_cpu_cooler_height_mm,psu_form_factor
GameMax F46,124.99,ATX Mid Tower,White,Tempered Glass,40.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Viewport Mini V1,124.99,MicroATX Mini Tower,White,Tempered Glass,35.0,"Micro ATX, Mini ITX",330,155,ATX
1STPLAYER T3-G,124.99,MicroATX Mid Tower,White,Tempered Glass,32.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
APNX C1-R,124.99,ATX Mid Tower,White,Tempered Glass,53.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix TRITON,124.99,ATX Mid Tower,White,Tempered Glass,45.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Xigmatek ZEUS 5PCS CY120,124.99,ATX Full Tower,Black,Tempered Glass,98.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman Z10 DS,124.99,ATX Mid Tower,Black,Tempered Glass,50.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Commander C34 TG Snow ARGB,74.96,ATX Mid Tower,White / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win F3,124.99,MicroATX Mini Tower,White,Tempered Glass,35.5,"Micro ATX, Mini ITX",330,155,ATX
Thermaltake V150,124.99,MicroATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win DUBILI DIY,124.99,ATX Full Tower,Gold / Black,Tempered Glass,72.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Colossus Micro,230.0,MicroATX Mid Tower,Black,Tempered Glass,30.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK Unity Nexus ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,51.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win F3,124.99,MicroATX Mini Tower,Black,Tempered Glass,35.5,"Micro ATX, Mini ITX",330,155,ATX
Antec NSK1480,124.99,MicroATX Desktop,Black / Silver,Tempered Glass,17.8,"Micro ATX, Mini ITX",330,155,ATX
XFX Type-01 Series Bravo Edition,124.99,ATX Mid Tower,Black,Acrylic,68.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MG110,124.99,MicroATX Mini Tower,Black,Acrylic,30.8,"Micro ATX, Mini ITX",330,155,ATX
Geometric Future Model 6,124.99,ATX Mid Tower,Black / Yellow,Tinted Tempered Glass,43.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON MS-Z1000,124.99,MicroATX Mid Tower,White,Tempered Glass,26.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK Ponos Ultra MS4,124.99,ATX Mid Tower,White,Tempered Glass,46.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Level 10 GTS Snow Edition,124.99,ATX Mid Tower,White / Black,Tempered Glass,54.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Aegis Core,124.99,MicroATX Mid Tower,Black,Acrylic,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone SG12B,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Phanteks Enthoo EVOLV TG,124.99,MicroATX Mini Tower,Gray,Tinted Tempered Glass,41.7,"Micro ATX, Mini ITX",330,155,ATX
BitFenix Enso,124.99,ATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
be quiet! Silent Base 801,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Commander C34 TG ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK METIS EVO ALS,124.99,Mini ITX Desktop,Silver,Tempered Glass,22.3,Mini ITX,300,140,SFX
Cooler Master MasterBox MB600L V2 w/ODD,124.99,ATX Mid Tower,Black,Tempered Glass,42.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo U5,124.99,ATX Mid Tower,Black,Tempered Glass,40.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake AH T200,124.99,MicroATX Mid Tower,Pink / Black,Tempered Glass,69.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Inter-Tech SC-4100,124.99,Mini ITX Desktop,Black,Tempered Glass,10.6,Mini ITX,300,140,SFX
Jonsbo D500,124.99,ATX Full Tower,Silver / Black,Tempered Glass,90.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill Blackbone,124.99,ATX Mid Tower,Black,Tempered Glass,35.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Dark Fleet DF-10,124.99,ATX Mid Tower,Black,Acrylic,47.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Dark Fleet DF-30,124.99,ATX Mid Tower,Black,Acrylic,46.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Dark Fleet DF-35,124.99,ATX Mid Tower,Black,Acrylic,46.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Mini P180,124.99,MicroATX Mini Tower,White,Tempered Glass,39.7,"Micro ATX, Mini ITX",330,155,ATX
Antec Minuet,124.99,MicroATX Slim,Black / White,Tempered Glass,13.3,"Micro ATX, Mini ITX",330,155,ATX
Antec P193,124.99,ATX Mid Tower,Black,Tempered Glass,62.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Sonata Proto,124.99,ATX Mid Tower,Black,Tempered Glass,40.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec VSK-2000,124.99,ATX Mid Tower,Black,Tempered Glass,42.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec VSK2450,124.99,ATX Mid Tower,Black,Tempered Glass,42.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 5,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,42.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 5 II,124.99,ATX Mid Tower,Black,Acrylic,43.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 534,124.99,ATX Mid Tower,Black,Tempered Glass,42.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 541,124.99,MicroATX Mini Tower,Black / Silver,Tempered Glass,29.4,"Micro ATX, Mini ITX",330,155,ATX
Cooler Master CM690 II Advanced,124.99,ATX Mid Tower,Black,Tempered Glass,56.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Storm Scout,124.99,ATX Mid Tower,Black,Acrylic,52.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake LANBOX Lite,124.99,MicroATX Mini Tower,Black,Tempered Glass,29.6,"Micro ATX, Mini ITX",330,155,ATX
Thermaltake Spedo Advance Package,124.99,ATX Full Tower,Black / Silver,Acrylic,75.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V9 Black Edition,124.99,ATX Mid Tower,Black,Tempered Glass,46.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake WingRS 201,124.99,ATX Mid Tower,Black,Tempered Glass,37.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Element V NVIDIA Edition,124.99,ATX Full Tower,Black,Acrylic,62.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V6 BlacX Edition,124.99,ATX Mid Tower,Black,Acrylic,49.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V9 BlacX,124.99,ATX Mid Tower,Black,Acrylic,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V9 BlacX Edition,124.99,ATX Mid Tower,Black,Acrylic,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill DESTROYER,124.99,ATX Mid Tower,Black,Tempered Glass,37.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Sonata IV,124.99,ATX Mid Tower,Black,Tempered Glass,43.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master ATCS 840,124.99,ATX Full Tower,Silver,Tempered Glass,88.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake WingMA,124.99,MicroATX Mid Tower,Black / Silver,Tempered Glass,28.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q06,124.99,Mini ITX Test Bench,Black,Tempered Glass,10.7,Mini ITX,300,140,SFX
Lian Li PC-60FN,124.99,ATX Mid Tower,Black,Tempered Glass,47.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-7B PLUS II,124.99,ATX Mid Tower,Black,Tempered Glass,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A04,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Lian Li PC-X1000,124.99,ATX Mid Tower,Black,Tempered Glass,67.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool M40,124.99,MicroATX Mini Tower,Black,Tempered Glass,25.9,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-Plorer,124.99,ATX Mid Tower,Black,Acrylic,40.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Master,124.99,HTPC,Black / Silver,Tempered Glass,22.0,Mini ITX,300,140,SFX
Apevia X-Master,124.99,HTPC,Black / Red,Tempered Glass,22.0,Mini ITX,300,140,SFX
Apevia X-QPack,124.99,MicroATX Desktop,Black / Silver,Acrylic,22.7,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack,124.99,MicroATX Desktop,Black / Blue,Acrylic,22.7,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black,Tempered Glass,24.2,"Micro ATX, Mini ITX",330,155,ATX
Antec Nine Hundred Two V3,124.99,ATX Mid Tower,Black,Acrylic,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Alpha,124.99,ATX Mid Tower,Black / Gray,Acrylic,43.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Duet,124.99,HTPC,Black / Silver,Tempered Glass,30.3,Mini ITX,300,140,SFX
NZXT Hush,124.99,ATX Mid Tower,Black,Tempered Glass,41.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Vulcan,124.99,MicroATX Mid Tower,Black,Acrylic,30.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apex TU150,124.99,ATX Mid Tower,Black,Tempered Glass,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apex TX-381,124.99,MicroATX Mid Tower,Black,Tempered Glass,30.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Athena Power CA-1015CR47,124.99,MicroATX Slim,Black / Red,Tempered Glass,18.1,"Micro ATX, Mini ITX",330,155,ATX
Athena Power CA-601B80,124.99,ATX Full Tower,Black,Tempered Glass,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Athenatech A1019HG.150,124.99,Mini ITX Desktop,Gray / Black,Tempered Glass,5.2,Mini ITX,300,140,SFX
Athenatech A3712BB.450,124.99,ATX Mid Tower,Black,Tempered Glass,23.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Foxconn TLA+436(H+A)+ISO-400-4SS,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,33.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte Sumo 4192,124.99,ATX Full Tower,Black,Tempered Glass,54.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win Diva,124.99,Mini ITX Tower,Black / Pink,Tempered Glass,9.3,Mini ITX,300,140,SFX
In Win Dragon Slayer,124.99,MicroATX Mini Tower,Black,Tempered Glass,35.6,"Micro ATX, Mini ITX",330,155,ATX
In Win Z589T.CQ350TBL,124.99,MicroATX Mini Tower,Black,Tempered Glass,24.2,"Micro ATX, Mini ITX",330,155,ATX
Raidmax Tornado,124.99,ATX Mid Tower,Black,Tempered Glass,42.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Smilodon ATX-612WB,124.99,ATX Mid Tower,Black / White,Acrylic,47.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill RS-MI-01,124.99,Mini ITX Tower,Black,Tempered Glass,9.4,Mini ITX,300,140,SFX
Silverstone FT03,124.99,MicroATX Mini Tower,Silver,Tempered Glass,32.2,"Micro ATX, Mini ITX",330,155,ATX
Silverstone SG02-BF,124.99,MicroATX Desktop,Black / Silver,Tempered Glass,22.4,"Micro ATX, Mini ITX",330,155,ATX
Silverstone SG07-B,124.99,Mini ITX Desktop,Black / Gray,Tempered Glass,14.6,Mini ITX,300,140,SFX
Silverstone TJ08-B,124.99,MicroATX Mid Tower,Black,Tempered Glass,28.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Xigmatek Asgard II,124.99,ATX Mid Tower,Black / Orange,Tempered Glass,35.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman MS1000-HS1,124.99,ATX Mid Tower,Black,Tempered Glass,55.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Athenatech A3701BB,124.99,HTPC,Black,Tempered Glass,23.2,Mini ITX,300,140,SFX
Silverstone GD05B,124.99,HTPC,Black,Tempered Glass,21.3,Mini ITX,300,140,SFX
Silverstone LC17-B,124.99,HTPC,Silver,Tempered Glass,30.9,Mini ITX,300,140,SFX
Cooler Master CM 690 II Nvidia Edition,124.99,ATX Mid Tower,Black,Acrylic,55.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 371,124.99,ATX Mid Tower,Black / White,Tempered Glass,38.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Foxconn RM233+FSP150-50GLT,124.99,Mini ITX Tower,Black / Silver,Tempered Glass,9.4,Mini ITX,300,140,SFX
Rosewill GEAR X3,124.99,ATX Mid Tower,Black,Tempered Glass,44.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Trooper-Jr,124.99,ATX Mid Tower,Black,Acrylic,29.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Trooper-Jr,124.99,ATX Mid Tower,Black,Acrylic,29.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win BL672,124.99,MicroATX Desktop,Black / Silver,Tempered Glass,11.6,"Micro ATX, Mini ITX",330,155,ATX
Lian Li PC-C60,124.99,HTPC,Black,Tempered Glass,33.1,Mini ITX,300,140,SFX
Lian Li PC-X2000F,124.99,ATX Full Tower,Black,Tempered Glass,73.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Logisys CS305BK,124.99,ATX Mid Tower,Black,Tempered Glass,31.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
nMEDIAPC HTPC 5000S,124.99,HTPC,Black,Tempered Glass,24.4,Mini ITX,300,140,SFX
Fractal Design Core 3000,124.99,ATX Mid Tower,Black,Tempered Glass,41.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Define XL,124.99,ATX Full Tower,Black / Gray,Tempered Glass,72.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Sentey DS1-4237,124.99,ATX Mid Tower,Black,Tempered Glass,38.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax ATX-615WUP,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,47.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Colossus Venom Edition,124.99,ATX Full Tower,Black,Tempered Glass,79.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 335 Upgraded,124.99,ATX Mid Tower,Black,Tempered Glass,40.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Define XL,124.99,ATX Full Tower,Black / Gray,Tempered Glass,72.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Define R3,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,47.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Level 10 GT LCS,124.99,ATX Full Tower,Black,Acrylic,96.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Tempest 410 Elite,124.99,ATX Mid Tower,Black,Acrylic,51.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Hades,124.99,ATX Mid Tower,Black,Tempered Glass,42.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Telstar,124.99,ATX Full Tower,Black,Acrylic,52.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Diablotek DIAMOND,124.99,ATX Mid Tower,Black,Tempered Glass,27.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Spartan CSAZ-102E,124.99,ATX Mid Tower,Black,Acrylic,52.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax Fulmo Basic,124.99,ATX Mid Tower,Black,Tempered Glass,57.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Sentey CS1-1398,124.99,ATX Mid Tower,Black,Tempered Glass,27.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 311,124.99,ATX Mid Tower,Black / Red,Acrylic,40.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-100,124.99,ATX Mid Tower,Black,Tempered Glass,52.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Super Hurricane,124.99,ATX Mid Tower,Black,Acrylic,36.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Seiran,124.99,ATX Mid Tower,Black,Tempered Glass,45.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Logisys Area 51,124.99,ATX Mid Tower,Silver,Acrylic,65.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Viper,124.99,ATX Mid Tower,White / Red,Acrylic,42.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 361,124.99,ATX Mid Tower,Black,Tempered Glass,25.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q12,124.99,Mini ITX Tower,Silver,Tempered Glass,6.6,Mini ITX,300,140,SFX
NZXT Switch 810,124.99,ATX Full Tower,Black,Acrylic,81.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman GS-1000,124.99,ATX Full Tower,Black,Tempered Glass,94.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 361,124.99,ATX Mid Tower,Black,Tempered Glass,25.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Colossus Window,124.99,ATX Full Tower,Black,Acrylic,79.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone FT02B-USB3.0,124.99,ATX Mid Tower,Silver,Acrylic,64.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman MS1000-HS2,124.99,ATX Mid Tower,Black,Tempered Glass,55.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win C589T.CQ450TBL,124.99,ATX Mid Tower,Black,Tempered Glass,35.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Topower TP-1687BS-300,124.99,MicroATX Desktop,Black / Silver,Tempered Glass,15.4,"Micro ATX, Mini ITX",330,155,ATX
Silverstone FT03,124.99,MicroATX Mini Tower,Silver / Black,Tempered Glass,32.2,"Micro ATX, Mini ITX",330,155,ATX
DIYPC DIY-6811,124.99,MicroATX Mid Tower,Black,Tempered Glass,23.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Jupiter-Jr G-Type,124.99,ATX Mid Tower,Black,Acrylic,42.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 311,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,40.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone TJ04B-EW,124.99,ATX Mid Tower,Black,Acrylic,51.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A75,124.99,ATX Full Tower,Black,Tempered Glass,75.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte GZ-ZLM10RS,124.99,ATX Mid Tower,Black / Red,Tempered Glass,36.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone SG09B,124.99,MicroATX Mini Tower,Black,Tempered Glass,22.8,"Micro ATX, Mini ITX",330,155,ATX
Chieftec BL-01B-OP,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Core 3000 USB 3.0,124.99,ATX Mid Tower,Black,Tempered Glass,71.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone SG05BB-450-USB3,124.99,Mini ITX Desktop,White,Tempered Glass,10.7,Mini ITX,300,140,SFX
CFI Bastet,124.99,ATX Mid Tower,Black,Acrylic,48.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-CK101,124.99,Mini ITX Tower,Black,Tempered Glass,24.4,Mini ITX,300,140,SFX
Lian Li PC-CK101,124.99,Mini ITX Tower,Black,Tempered Glass,24.4,Mini ITX,300,140,SFX
Nanoxia Deep Silence 2 White,124.99,ATX Mid Tower,Black,Tempered Glass,57.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Urban S31,124.99,ATX Mid Tower,Black,Tempered Glass,53.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Xigmatek CCC-AD38BT-U03,124.99,ATX Mid Tower,Black,Tempered Glass,43.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax ECA3253,124.99,ATX Mid Tower,Black / Blue,Acrylic,43.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte GZ-X7,124.99,ATX Mid Tower,Black,Tempered Glass,36.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte GZ-ZA1,124.99,ATX Mid Tower,Black,Tempered Glass,30.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 120 Advanced,124.99,Mini ITX Tower,White,Tempered Glass,19.7,Mini ITX,300,140,SFX
Silverstone RL04W,124.99,ATX Mid Tower,White,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman MS800,124.99,ATX Mid Tower,Black,Tempered Glass,59.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman ZM-T1,124.99,MicroATX Mini Tower,Black,Tempered Glass,24.7,"Micro ATX, Mini ITX",330,155,ATX
Apex TX-606-U3,124.99,MicroATX Mid Tower,Black,Tempered Glass,27.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Alpha-DB6,124.99,ATX Test Bench,White,Tempered Glass,21.8,Mini ITX,300,140,SFX
Thermaltake V2 Plus,124.99,ATX Mid Tower,Black,Tempered Glass,52.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax ATX-502WBG,124.99,ATX Mid Tower,Black,Acrylic,59.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill FB-04,124.99,ATX Mid Tower,Black,Tempered Glass,26.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Sentey CS1-1398 PLUS,124.99,ATX Mid Tower,Black,Tempered Glass,30.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Sentey GS-6010 Plus,124.99,ATX Mid Tower,Black / Blue,Acrylic,36.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Sentey GS-6020 Plus,124.99,ATX Mid Tower,Black / Blue,Acrylic,40.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Versa G1,124.99,ATX Mid Tower,Black,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser3,124.99,ATX Mid Tower,Blue / Silver,Acrylic,44.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser3,124.99,ATX Mid Tower,Black / Green,Acrylic,44.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A75,124.99,ATX Full Tower,Black,Acrylic,75.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Sniper2,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Sniper2,124.99,ATX Mid Tower,White / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair Carbide Series 330R,124.99,ATX Mid Tower,Black,Tempered Glass,49.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RV04B-W,124.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Phantom 630,124.99,ATX Full Tower,Gunmetal,Acrylic,92.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MG100,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
In Win D-FRAME,124.99,ATX Desktop,Red,Acrylic,97.5,Mini ITX,300,140,SFX
Aerocool Strike-X GT,124.99,ATX Mid Tower,Black / Red,Tempered Glass,42.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool XPredator X3,124.99,ATX Mid Tower,Black / Red,Acrylic,62.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Phenom M,124.99,MicroATX Mini Tower,White,Tempered Glass,30.6,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-Hermes,124.99,ATX Mid Tower,Black / Green,Acrylic,44.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Shadow,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master N600 Windowed,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair Graphite Series 230T,124.99,ATX Mid Tower,Black / Gray,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Silencio 650,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool XPredator Devil,124.99,ATX Full Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MX500,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax ECA3310A,124.99,ATX Mid Tower,Black,Acrylic,58.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill BLACKHAWK,124.99,ATX Mid Tower,Black / Blue,Acrylic,55.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill LINE-M-A,124.99,MicroATX Mini Tower,Black,Tempered Glass,26.9,"Micro ATX, Mini ITX",330,155,ATX
Silverstone TJ08B-EW,124.99,MicroATX Mid Tower,Black,Acrylic,30.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec ISK600,124.99,Mini ITX Tower,Black / Blue,Tempered Glass,18.7,Mini ITX,300,140,SFX
BitFenix Comrade,124.99,ATX Mid Tower,White,Tempered Glass,37.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone GD04B-USB3.0,124.99,HTPC,Silver,Tempered Glass,21.3,Mini ITX,300,140,SFX
Thermaltake Armor Series,124.99,ATX Full Tower,Black,Acrylic,65.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
EVGA Hadron Hydro,124.99,Mini ITX Tower,Black,Acrylic,18.4,Mini ITX,300,140,SFX
Antec VSK-4350E-N,124.99,ATX Mid Tower,Black,Tempered Glass,33.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC HTPC-MiniCube,124.99,Mini ITX Tower,Gold,Tempered Glass,9.8,Mini ITX,300,140,SFX
