name,price,type,color,side_panel,external_volume,supported_mobo_form_factors,max_gpu_length_mm,max_cpu_cooler_height_mm,psu_form_factor
darkFlash BLADE-X,124.99,ATX Mid Tower,Black,Tempered Glass,82.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
OCPC MINI,124.99,Mini ITX Test Bench,Black / Red,Tempered Glass,7.2,Mini ITX,300,140,SFX
Noua Demon T8,124.99,ATX Mid Tower,Black,Tempered Glass,36.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Diamond C101,124.99,ATX Mid Tower,Black,Tempered Glass,40.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Fobia L8,124.99,MicroATX Mid Tower,White,Tempered Glass,32.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Fobia L7,124.99,MicroATX Mid Tower,Black,Tempered Glass,32.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Fobia L5,124.99,MicroATX Mid Tower,Black,Tempered Glass,37.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Ego Z5,124.99,ATX Full Tower,Black,Tempered Glass,104.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Icaris M5,124.99,ATX Mid Tower,Black,Tempered Glass,55.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Noob X13,124.99,ATX Mid Tower,White,Tempered Glass,34.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Ne-o F18,124.99,ATX Mid Tower,Black,Tempered Glass,43.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Utopia F15,124.99,ATX Mid Tower,Black,Tempered Glass,41.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Noua Utopia F12,124.99,ATX Mid Tower,Black,Tempered Glass,40.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia Guardian-M,124.99,ATX Mid Tower,White,Tempered Glass,39.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox MB520,124.99,ATX Mid Tower,Black / Blue,Acrylic,50.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Versa H26,124.99,ATX Mid Tower,White / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GALAX REV-02,124.99,ATX Mid Tower,White,Tempered Glass,43.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Vetroo M03,124.99,MicroATX Mini Tower,Pink,Tempered Glass,36.1,"Micro ATX, Mini ITX",330,155,ATX
GameMax Spark,124.99,MicroATX Mid Tower,Gray,Tempered Glass,26.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK BASTION RGB,124.99,ATX Mid Tower,Black,Tempered Glass,39.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK BASTION RGB,124.99,ATX Mid Tower,White,Tempered Glass,39.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK Ethereal,124.99,ATX Mid Tower,Black,Tempered Glass,40.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax MAKASHI MKII ARGB,124.99,ATX Full Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win AIRFORCE,124.99,ATX Full Tower,White / Multicolor,Tempered Glass,76.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC G1-ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,43.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Gamemax-III-ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,36.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC IDX2-ARGB,124.99,ATX Mid Tower,Gray / Black,Tempered Glass,46.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC S2-RGB,124.99,ATX Mid Tower,Pink / Black,Tempered Glass,44.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC S3-LED,124.99,ATX Mid Tower,White,Acrylic,36.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Zetta-ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,37.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax AutoBot II,124.99,ATX Mid Tower,White / Orange,Tempered Glass,106.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill CULLINAN PX RGB-ST,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks Enthoo EVOLV SHIFT,124.99,Mini ITX Tower,Gray / Black,Mesh,24.0,Mini ITX,300,140,SFX
YEYIAN Abyss 2500,124.99,ATX Mid Tower,Black,Tempered Glass,40.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
YEYIAN Hollow 2500,124.99,ATX Mid Tower,White / Camo,Tempered Glass,37.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Saber Mesh,124.99,ATX Mid Tower,White,Tempered Glass,42.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Sentey Stealth II,124.99,ATX Mid Tower,Black,Acrylic,30.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V100,124.99,ATX Mid Tower,Black,Acrylic,36.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
SAMA M2,124.99,ATX Mid Tower,Black,Tempered Glass,39.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
CherryTree Borg Cube,124.99,ATX Desktop,Black,Tempered Glass,55.3,Mini ITX,300,140,SFX
CherryTree Borg Cube,124.99,ATX Desktop,Black,Tempered Glass,55.3,Mini ITX,300,140,SFX
DARKROCK A8-X,124.99,ATX Mid Tower,Black,Tempered Glass,42.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
SSUPD Meshroom S V2,124.99,MicroATX Mini Tower,Blue,Mesh,14.9,"Micro ATX, Mini ITX",330,155,ATX
SSUPD Meshroom S V2 w/PCIe 4.0 Riser,124.99,MicroATX Mini Tower,Blue,Mesh,14.9,"Micro ATX, Mini ITX",330,155,ATX
SSUPD Meshroom S V2 w/PCIe 4.0 Riser,124.99,MicroATX Mini Tower,Green,Mesh,14.9,"Micro ATX, Mini ITX",330,155,ATX
SSUPD Meshroom S V2 w/PCIe 4.0 Riser,124.99,MicroATX Mini Tower,Gray,Mesh,14.9,"Micro ATX, Mini ITX",330,155,ATX
SSUPD Meshroom S V2 w/PCIe 4.0 Riser,124.99,MicroATX Mini Tower,Blue / Yellow,Mesh,14.9,"Micro ATX, Mini ITX",330,155,ATX
Aerocool GT Advance,124.99,ATX Mid Tower,Black,Mesh,34.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool GT Advance,124.99,ATX Mid Tower,White,Mesh,34.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax F36,124.99,MicroATX Mini Tower,White,Tempered Glass,35.1,"Micro ATX, Mini ITX",330,155,ATX
DIYPC DIY-S08,124.99,ATX Mid Tower,Pink / Black,Tempered Glass,33.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax F45,124.99,ATX Mid Tower,White / Yellow,Tempered Glass,40.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON Skiller SGC1 RGB,124.99,ATX Mid Tower,Black,Tempered Glass,47.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
APNX C1-R,124.99,ATX Mid Tower,Blue,Tempered Glass,53.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
PC Cooler IE200,124.99,ATX Mid Tower,White,Tempered Glass,48.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
LC-Power Gaming 8001B Pro-Storm,124.99,ATX Mid Tower,White,Tempered Glass,53.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo U4 Pro,124.99,ATX Mid Tower,Black,Tempered Glass,34.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 302 Lite,124.99,MicroATX Mini Tower,White / Black,Tempered Glass,34.1,"Micro ATX, Mini ITX",330,155,ATX
Cooler Master Elite 502 Lite,124.99,ATX Mid Tower,Black,Tempered Glass,52.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 502 Lite,124.99,ATX Mid Tower,White,Tempered Glass,52.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Xigmatek ZEUS,124.99,ATX Full Tower,Black,Tempered Glass,98.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar OmnyX,124.99,ATX Mid Tower,White,Tempered Glass,73.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 216,124.99,ATX Mid Tower,White,Tempered Glass,47.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone CS01,148.72,Mini ITX Tower,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
In Win MANA136 WHITE,124.99,ATX Mid Tower,White / Black,Acrylic,40.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK STYX,124.99,MicroATX Mini Tower,Red,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Noua Demon T7,124.99,ATX Mid Tower,White / Black,Tempered Glass,33.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
LC-Power Gaming 900W - Lumaxx Light,124.99,ATX Mid Tower,White,Tempered Glass,57.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone GD04B,124.99,HTPC,Black,Tempered Glass,21.3,Mini ITX,300,140,SFX
RAIJINTEK STYX,124.99,MicroATX Mini Tower,Blue,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
RAIJINTEK Thetis,124.99,ATX Mid Tower,Silver,Tempered Glass,27.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK Thetis,124.99,ATX Mid Tower,Black,Acrylic,27.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 307,124.99,ATX Mid Tower,White,Tinted Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo TR03-A,124.99,ATX Mid Tower,Silver,Tempered Glass,95.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MX660-T RGB,240.25,ATX Mid Tower,Black,Tempered Glass,50.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK OPHION ELITE WHITE,124.99,Mini ITX Tower,White,Mesh,24.9,Mini ITX,300,140,SFX
Chieftec Chieftronic M1,124.99,MicroATX Mini Tower,Black,Tempered Glass,37.3,"Micro ATX, Mini ITX",330,155,ATX
In Win AIRFORCE,124.99,ATX Full Tower,Black,Tempered Glass,76.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax F36,124.99,MicroATX Mini Tower,Black,Tempered Glass,35.1,"Micro ATX, Mini ITX",330,155,ATX
Antec NSK3480,124.99,MicroATX Mid Tower,Black / Silver,Tempered Glass,24.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec NSK 6582B,124.99,ATX Mid Tower,Black,Tempered Glass,45.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec LanBoy Air,124.99,ATX Mid Tower,Black,Tempered Glass,58.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec NSK4482,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,34.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Six Hundred,124.99,ATX Mid Tower,Black,Acrylic,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Sonata Elite,124.99,ATX Mid Tower,Black,Tempered Glass,43.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer,124.99,ATX Mid Tower,White / Blue,Tempered Glass,36.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 5,124.99,ATX Mid Tower,Black / Silver,Acrylic,42.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 310,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,39.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 310,124.99,ATX Mid Tower,Black / Orange,Acrylic,39.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 5 II,124.99,ATX Mid Tower,Black / White,Acrylic,43.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Centurion 541,124.99,MicroATX Mini Tower,Black / Silver,Tempered Glass,29.4,"Micro ATX, Mini ITX",330,155,ATX
Gigabyte GZ-AABC61-CNB,124.99,ATX Mid Tower,Black,Tempered Glass,47.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte GZ-KF01B,124.99,ATX Mid Tower,Black,Tempered Glass,26.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte GZ-X7BMDX-400,124.99,ATX Mid Tower,Black,Tempered Glass,36.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte Luxo X142,124.99,ATX Mid Tower,Black,Tempered Glass,38.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Gigabyte GZ-PH2A3,124.99,ATX Mid Tower,Black,Tempered Glass,26.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec M FusionRemote,124.99,HTPC,Black / Silver,Tempered Glass,17.8,Mini ITX,300,140,SFX
Thermaltake Element T,124.99,ATX Mid Tower,Black,Tempered Glass,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V5 Black Edition,124.99,ATX Mid Tower,Black,Acrylic,56.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake V3 Black Edition,124.99,ATX Mid Tower,Black,Acrylic,38.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill ARMOR,124.99,ATX Mid Tower,Black,Tempered Glass,41.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill FB-01,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill FB-02,124.99,ATX Mid Tower,Black,Tempered Glass,30.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill R102-P,124.99,MicroATX Mid Tower,Black,Tempered Glass,25.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill R103A,124.99,ATX Mid Tower,Black,Tempered Glass,35.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill R218-P,124.99,ATX Mid Tower,Black,Tempered Glass,34.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill R218-P,124.99,ATX Mid Tower,Black,Tempered Glass,34.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill R519,124.99,ATX Mid Tower,Black,Tempered Glass,35.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill Smart One,124.99,ATX Mid Tower,Black,Tempered Glass,44.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill TU-155 II 500,124.99,ATX Mid Tower,Black,Acrylic,42.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill Wind Knight,124.99,ATX Mid Tower,Black,Tempered Glass,46.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
HEC Blitz,124.99,ATX Mid Tower,Black,Tempered Glass,38.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
HEC 6C11BBX585,124.99,ATX Mid Tower,Black,Tempered Glass,38.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
HEC 6C28BB8S,124.99,ATX Mid Tower,Black,Tempered Glass,34.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
HEC 6C28BBOH48D,124.99,ATX Mid Tower,Black,Tempered Glass,38.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-K58,124.99,ATX Mid Tower,Black,Tempered Glass,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-K58,124.99,ATX Mid Tower,Black,Acrylic,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-K62R1,124.99,ATX Mid Tower,Black,Acrylic,50.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec Two Hundred S,124.99,ATX Mid Tower,Black,Tempered Glass,42.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li K60B,124.99,ATX Mid Tower,Black,Tempered Glass,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q06,124.99,Mini ITX Test Bench,Silver,Tempered Glass,10.7,Mini ITX,300,140,SFX
Lian Li PC-Q07R,124.99,Mini ITX Tower,Red,Tempered Glass,11.2,Mini ITX,300,140,SFX
Lian Li PC-Q08,124.99,Mini ITX Tower,Silver,Tempered Glass,21.2,Mini ITX,300,140,SFX
Lian Li PC-Q08,124.99,Mini ITX Tower,Red,Tempered Glass,21.2,Mini ITX,300,140,SFX
Lian Li PC-Q09,124.99,Mini ITX Desktop,Silver,Tempered Glass,5.5,Mini ITX,300,140,SFX
Lian Li PC-Q09F,124.99,Mini ITX Desktop,White,Tempered Glass,6.3,Mini ITX,300,140,SFX
Lian Li PC-Q11,124.99,Mini ITX Tower,Silver,Tempered Glass,16.8,Mini ITX,300,140,SFX
Lian Li PC-Q11,124.99,Mini ITX Tower,Black,Tempered Glass,16.8,Mini ITX,300,140,SFX
Lian Li PC-Q11,124.99,Mini ITX Tower,Silver,Tempered Glass,16.8,Mini ITX,300,140,SFX
Lian Li PC-8N,124.99,ATX Mid Tower,Black,Acrylic,80.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-8NWX,124.99,ATX Mid Tower,Black,Acrylic,48.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-K56,124.99,ATX Mid Tower,Black,Tempered Glass,47.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-K56W,124.99,ATX Mid Tower,Black,Acrylic,47.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A04,124.99,MicroATX Mini Tower,Silver,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Lian Li PC-A70F,124.99,ATX Full Tower,Black,Tempered Glass,75.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-X900,124.99,ATX Mid Tower,Red,Acrylic,53.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-X500FX,124.99,ATX Mid Tower,Black,Acrylic,58.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-B10,124.99,ATX Mid Tower,Black,Tempered Glass,47.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-P80,124.99,ATX Full Tower,Black,Tempered Glass,88.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A71F,124.99,ATX Full Tower,Black,Tempered Glass,79.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A77F,124.99,ATX Full Tower,Black,Tempered Glass,76.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-B25F,124.99,ATX Mid Tower,Black,Tempered Glass,50.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-B25FWB,124.99,ATX Mid Tower,Black,Acrylic,50.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-P50,124.99,ATX Mid Tower,Black,Tempered Glass,50.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-P50,124.99,ATX Mid Tower,Black / White,Acrylic,50.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-C50,124.99,HTPC,Silver,Tempered Glass,24.2,Mini ITX,300,140,SFX
Lian Li PC-C50,124.99,HTPC,Black,Tempered Glass,24.2,Mini ITX,300,140,SFX
Lian Li PC-P50WB,124.99,ATX Mid Tower,Black,Acrylic,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-C32B,124.99,HTPC,Black,Tempered Glass,37.4,Mini ITX,300,140,SFX
Lian Li PC-C33B,124.99,HTPC,Black,Tempered Glass,32.5,Mini ITX,300,140,SFX
Lian Li PC-T1,124.99,Mini ITX Test Bench,Red,Tempered Glass,21.1,Mini ITX,300,140,SFX
Lian Li PC-V1020,124.99,ATX Mid Tower,Silver,Tempered Glass,55.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-V1020,124.99,ATX Mid Tower,Black,Tempered Glass,55.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-V1020,124.99,ATX Mid Tower,Red,Tempered Glass,55.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-V351,124.99,MicroATX Desktop,Silver,Tempered Glass,27.1,"Micro ATX, Mini ITX",330,155,ATX
Lian Li PC-V352,124.99,MicroATX Desktop,Silver,Tempered Glass,30.4,"Micro ATX, Mini ITX",330,155,ATX
Lian Li PC-V352,124.99,MicroATX Desktop,Red,Tempered Glass,30.4,"Micro ATX, Mini ITX",330,155,ATX
Lian Li PC-V354,124.99,MicroATX Mini Tower,Red,Tempered Glass,32.9,"Micro ATX, Mini ITX",330,155,ATX
Aerocool Qx-2000,124.99,MicroATX Mini Tower,Black,Tempered Glass,28.0,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-Infinity,124.99,ATX Mid Tower,Black / Gray,Acrylic,42.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer2,124.99,ATX Mid Tower,Black,Acrylic,40.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Gear,124.99,ATX Mid Tower,Silver,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Gear,124.99,ATX Mid Tower,Black / Blue,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Gear,124.99,ATX Mid Tower,Blue,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Plorer,124.99,ATX Mid Tower,Black / Blue,Acrylic,40.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia MX-Pider,124.99,ATX Full Tower,Black,Tempered Glass,50.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia MX-Pleasure,124.99,ATX Full Tower,Black,Acrylic,52.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia MX-Pleasure,124.99,ATX Full Tower,Black,Tempered Glass,52.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser Silver,124.99,ATX Mid Tower,Silver,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser2,124.99,ATX Mid Tower,Black / Silver,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser2,124.99,ATX Mid Tower,Green / Silver,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser2,124.99,ATX Mid Tower,Pink / Silver,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Cruiser2,124.99,ATX Mid Tower,Red / Silver,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer3,124.99,ATX Mid Tower,Black,Tempered Glass,37.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer3,124.99,ATX Mid Tower,Silver,Acrylic,37.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer3,124.99,ATX Mid Tower,Black,Acrylic,37.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer3,124.99,ATX Mid Tower,Black,Acrylic,37.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer3,124.99,ATX Mid Tower,Black,Acrylic,37.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Dreamer3,124.99,ATX Mid Tower,Black,Acrylic,37.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Telstar,124.99,ATX Full Tower,Silver,Acrylic,52.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Jupiter-Jr G-Type,124.99,ATX Mid Tower,Black,Acrylic,42.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Jupiter-Jr G-Type,124.99,ATX Mid Tower,Black,Acrylic,42.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Jupiter G-Type,124.99,ATX Full Tower,Black,Acrylic,64.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Jupiter G-Type,124.99,ATX Full Tower,Blue,Acrylic,64.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Master,124.99,HTPC,Black / Green,Tempered Glass,22.0,Mini ITX,300,140,SFX
Apevia X-Plorer2,124.99,ATX Mid Tower,Black,Tempered Glass,39.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Plorer2,124.99,ATX Mid Tower,Black,Acrylic,39.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Plorer2,124.99,ATX Mid Tower,Black / Blue,Acrylic,39.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Plorer2,124.99,ATX Mid Tower,Black / Green,Acrylic,39.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Plorer2,124.99,ATX Mid Tower,Black / Red,Acrylic,39.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-QBOII,124.99,MicroATX Mini Tower,Black / Silver,Acrylic,28.4,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QBOII,124.99,MicroATX Mini Tower,Black / Blue,Acrylic,28.4,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QBOII,124.99,MicroATX Mini Tower,Black / Green,Acrylic,28.4,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QBOII,124.99,MicroATX Mini Tower,Black / Silver,Tempered Glass,28.4,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QBOII,124.99,MicroATX Mini Tower,Black,Tempered Glass,28.4,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QBOII,124.99,MicroATX Mini Tower,Black / Red,Acrylic,28.4,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack,124.99,MicroATX Desktop,Black,Acrylic,22.7,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black / Silver,Acrylic,24.2,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black,Acrylic,24.2,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black / Blue,Acrylic,24.2,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black / Orange,Acrylic,24.2,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black / Green,Acrylic,24.2,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack2,124.99,MicroATX Desktop,Black / Red,Acrylic,24.2,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-Sniper G-Type,124.99,ATX Mid Tower,Black,Acrylic,44.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Sniper G-Type,124.99,ATX Mid Tower,Black / Silver,Acrylic,44.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Sniper G-Type,124.99,ATX Mid Tower,Black,Acrylic,44.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Sniper G-Type,124.99,ATX Mid Tower,Black / Blue,Acrylic,44.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Telstar-Jr G-Type,124.99,ATX Mid Tower,Black,Acrylic,42.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
